id,date,price,cylinders,strokeratio,sqcm_basearea,condition,grade,yr_estd
2450000295,20141007,1088000,3,2.5,2920,3,8,1950
6197800045,20140924,290000,3,1,1210,3,7,1954
1328310370,20150402,375000,3,2.5,2340,4,8,1978
546000875,20140523,460000,3,1,1670,4,7,1939
3530510041,20140723,188500,2,1.75,1240,4,8,1985
1853000400,20150305,680000,4,2.5,3140,4,10,1991
3134100116,20140827,470000,5,1.75,2030,4,7,1942
9545230140,20140725,597750,4,2.5,2310,3,8,1984
3362400511,20150304,570000,3,1.75,1260,5,6,1905
2525310310,20140916,272500,3,1.75,1540,4,7,1980
6126500060,20141124,329950,3,1.75,2080,3,7,1971
8961960160,20141028,480000,4,2.5,3230,3,9,2001
3626039325,20141121,740500,3,3.5,4380,3,8,1900
3362400431,20140626,518500,3,3.5,1590,3,8,2010
4060000240,20140623,205425,2,1,880,4,6,1945
3454800060,20150108,171800,4,2,1570,3,6,1950
1695900060,20150511,535000,4,1,1610,4,7,1925
7278700070,20150102,660000,3,2.5,2400,3,8,1964
6675500070,20141119,391500,3,2,1450,3,7,1987
3626039187,20150406,395000,2,1,770,3,6,1953
3524049083,20141104,445000,4,1.75,2100,5,7,1924
3275860240,20140618,770000,3,2.25,2910,3,9,1990
4389200955,20150302,1450000,4,2.75,2750,3,8,1914
4058801670,20140717,445000,3,2.25,2100,3,8,1967
8732020310,20140717,260000,4,2.25,2160,3,8,1978
2331300505,20140613,822500,5,3.5,2320,5,7,1926
7853210060,20150406,430000,4,2.5,2070,3,7,2004
3668000070,20150105,212000,3,1.75,1060,4,7,1986
9545240070,20150428,660500,4,2.25,2010,3,8,1986
1243100136,20140612,784000,3,3.5,3950,3,9,1989
8929000270,20140512,453246,3,2.5,2010,3,8,2014
2767602356,20150126,675000,4,3.5,2140,3,9,2005
921049315,20140813,199000,3,1.75,1320,4,7,1956
3655000070,20140805,220000,4,1.75,2020,3,7,1968
4027700812,20140529,452000,4,2.25,2590,4,8,1968
3992700335,20140707,382500,2,1,1190,3,6,1981
2767603505,20140507,519950,3,2.25,1170,3,8,2014
4232901525,20140627,665000,2,1,1110,3,7,1925
1777500060,20140708,527700,5,2.5,2820,4,8,1968
1432900240,20150508,205000,3,1,1610,4,7,1962
6140100875,20150415,420000,3,1,1060,4,7,1923
6071600370,20150227,500000,4,2.25,2030,4,8,1961
1526069017,20141203,921500,4,2.5,3670,4,9,1994
809001525,20140625,890000,4,1,2550,3,8,1905
3224079105,20140806,430000,2,2.5,2420,3,7,2007
8075400570,20141030,258000,5,2,2260,4,8,1960
1994200024,20141104,511000,3,1,1430,3,7,1947
3362900810,20140820,532170,3,2,1360,3,8,1990
1324300398,20150409,560000,3,1,1110,3,7,1947
537000445,20150331,282950,3,1,1250,4,7,1954
7855801670,20150401,2250000,4,3.25,5180,3,12,2006
7920100045,20140516,350000,1,1,700,3,7,1942
8960000030,20140728,215000,3,1,1180,4,7,1967
6388930390,20141120,650000,5,3.5,3960,3,9,1996
8731900200,20140807,320000,4,2.75,2640,3,8,1967
8029200135,20141113,247000,3,2,1270,3,7,1916
1081200350,20141003,320000,4,1.75,1760,4,8,1968
84000105,20140507,255000,5,2.25,2060,3,7,1962
3756500060,20150309,438000,3,1.75,1780,3,7,1962
7215720160,20150304,900000,3,2.5,3400,3,10,2000
3574800520,20140620,441000,3,2.75,1910,3,7,1979
2617300160,20140812,420000,3,2,2020,4,7,1975
2558660270,20141208,370000,3,1.75,1580,3,7,1976
2009000370,20150219,269950,2,1.75,1340,5,5,1949
1836980160,20150324,807100,4,2.5,2680,3,9,1999
3261020370,20140605,653000,3,2.5,2680,4,8,1979
1755700060,20140611,371500,3,2,1370,5,7,1964
4330600435,20150316,284000,3,1.75,1560,3,7,1954
9542800700,20150102,272000,3,1.75,2160,4,7,1978
1999700045,20140502,313000,3,1.5,1340,3,7,1955
1762600070,20150116,917500,4,2.5,3880,3,10,1984
1687900520,20140929,673000,4,2.25,2590,4,8,1980
7234600798,20150210,425000,3,2.5,1120,3,8,2008
3881900445,20140709,399950,5,2.75,1970,3,7,1986
2254502445,20140530,385000,3,1,1220,3,6,1901
5437810320,20141117,269950,3,1.5,1950,4,7,1975
9158100075,20150107,330000,2,1,1350,3,7,1949
3830630310,20140725,260000,3,2.5,1670,3,7,1988
8123100045,20150414,470000,4,3,2380,4,7,1925
3127200041,20140613,589000,4,3,2440,5,7,1961
6661200320,20140723,163500,2,1.5,1050,3,7,1996
11510310,20140905,835000,4,2.75,3130,3,9,1993
825059270,20141121,1095000,5,3,4090,4,10,1986
8731951370,20150415,269000,4,1.75,1490,4,8,1969
1954440060,20140505,560000,3,2.5,1900,3,8,1987
2264500350,20150418,615000,4,1,1330,4,6,1901
1115810060,20141205,585188,3,2.25,2230,3,8,1975
9477200200,20140818,305000,3,1.75,1650,3,7,1977
1432600560,20141105,166950,3,1,1190,3,6,1959
2287000060,20140912,799000,3,2.5,2140,4,8,1959
3663500060,20140625,400000,3,2.5,2180,4,7,1962
3996900125,20141201,230000,3,1,1060,3,7,1948
7796450200,20140515,256883,3,2.5,1690,3,8,2003
7549802535,20141111,423000,4,2,1970,5,7,1920
3278600320,20140723,465000,3,2.5,2150,3,8,2007
2824079053,20150113,440000,3,2.5,1910,3,7,1997
1222069094,20141014,385000,3,1.75,1350,4,7,1969
3542300060,20150311,210000,3,1,860,4,6,1943
2222059065,20141112,297000,3,2.5,1940,3,8,1994
7551300060,20140716,470000,3,1,1010,3,7,1952
100600550,20140804,226500,3,1.5,1300,4,7,1976
3211100860,20150303,274250,3,1,910,4,6,1962
3456000310,20140804,840000,4,1.75,2480,4,9,1966
9526600140,20140919,677900,3,2.5,2440,3,8,2010
7465900060,20150205,425000,3,1,1010,3,7,1915
1222000055,20141123,180250,2,0.75,900,3,6,1941
6300000550,20140717,464000,6,3,2300,3,7,1920
2310030510,20150422,320000,4,2.25,1550,3,8,1993
1025049114,20140717,625504,3,2.25,1270,3,8,2014
8677300550,20140515,592500,4,2.5,2240,3,9,1983
4014400292,20150114,465000,3,2.5,2714,3,9,2005
1102000196,20140527,477000,4,2.75,1720,3,8,1978
257000138,20150115,280000,2,1,850,3,6,1923
46100204,20150221,1505000,5,3,3300,3,9,1957
1909600046,20140703,445838,3,2.5,2250,3,8,2000
1250202145,20140828,1072000,2,2.25,3900,3,8,1947
7611200125,20141023,467000,2,1.5,1320,4,8,1947
5611500140,20140822,686000,4,2.5,2760,3,10,1999
7138000260,20140605,279950,3,2,1750,3,7,1961
626059335,20140904,527000,4,2.25,2330,3,8,1987
1922059282,20140918,325000,3,2.25,2220,4,8,1966
705700390,20140903,328000,3,2.25,2020,3,7,1994
7454001200,20140604,390000,3,2.25,1250,5,7,1942
8682281200,20150309,479950,2,2,1510,3,8,2005
7972000200,20140529,264950,4,2.25,1720,4,7,1978
722059070,20150115,235000,3,1,1430,4,7,1961
7202340400,20150303,516500,3,2.5,1480,3,7,2004
8096000060,20150413,655000,2,1.75,1450,3,7,1915
2424000060,20140616,500000,4,2.75,2280,5,7,1960
9264902050,20141121,315000,6,2.75,2940,3,8,1978
943100260,20141120,213000,2,1,1000,3,6,1961
3677400445,20140902,475000,3,1.5,2480,5,7,1947
1762600320,20140610,1025000,5,4,3760,3,10,1983
4058000060,20150409,416000,3,2,2220,5,7,1976
7228500560,20150320,410000,4,1,1970,3,7,1904
326069104,20140701,800000,3,3.5,3830,3,10,1993
5152100060,20140529,472000,6,2.5,4410,4,9,1965
3584000310,20141208,225000,3,1.75,1430,4,7,1968
8150100045,20141001,210000,2,1,830,3,6,1940
1868901275,20150127,455000,2,1,1430,2,7,1925
6131600075,20150427,225000,3,1,1300,4,6,1954
9468200125,20140826,480000,2,1,1030,4,7,1918
8029510030,20150212,363000,3,2.5,2740,3,9,1990
2025069065,20140929,2400000,4,2.5,3650,3,9,2000
7899800890,20150226,181000,2,1.5,720,3,6,1954
3021059276,20150314,250000,4,2,2010,4,7,1976
3797001895,20150422,481000,3,1.75,1560,4,6,1918
3832710960,20140923,260000,3,2,1810,4,7,1978
1310430400,20140513,455000,4,2.5,3360,3,9,2001
1422300030,20150401,415000,3,2.25,1510,3,8,1991
1105000588,20150421,349500,3,1,1400,3,7,1953
3830630060,20140929,245000,3,2.5,1730,3,7,1987
5101404898,20140519,592500,2,2,1420,5,7,1928
7972601890,20141020,385000,4,1.75,2360,4,7,1955
5127001620,20150211,315000,3,1.75,1580,4,7,1974
9407100800,20141124,255000,3,1,1230,3,7,1979
1873100060,20140829,693000,4,2.5,2460,3,8,2006
8722101360,20141202,780000,3,1,1660,3,8,1911
8644000060,20141024,237000,3,1.75,1270,4,7,1960
3325069129,20141216,525000,3,2.25,2100,3,10,1979
1400300055,20150428,425000,2,1,770,3,5,1930
2123039032,20141027,369900,1,0.75,760,5,5,1936
8078560140,20140519,290000,4,2.5,1700,4,7,1988
3438500192,20140929,285000,3,1,1120,3,7,1954
7974200510,20140814,415000,2,1,1070,3,7,1937
2557000400,20150409,272500,3,2.5,2070,3,8,1979
7960900060,20150504,2900000,4,3.25,5050,3,11,1982
4054500390,20141007,1365000,4,4.75,5310,4,11,1989
6378500125,20150501,436000,2,1,1040,4,7,1939
1745100140,20141017,210000,3,1,1700,4,7,1967
2976800796,20140925,236000,3,1,1300,3,7,1961
4235400186,20141124,331000,3,1.75,1080,3,7,1954
4215100060,20150320,365000,3,2.5,2653,3,8,2006
9189700045,20150127,450000,3,2,2290,5,8,1960
1126049053,20141113,770000,4,2.75,3820,3,9,2014
2022069200,20150505,455000,4,2.5,2210,3,8,1997
9412900055,20150505,405000,3,1.75,2390,3,6,1908
1722059235,20140703,304900,4,1.75,2600,4,7,1969
6874200960,20150227,170000,2,1,860,3,6,1931
7424700045,20150513,2050000,5,3,3830,5,9,1905
7202360350,20140630,780000,4,2.5,3500,3,9,2005
5634500392,20150410,330000,3,3,2420,4,8,1988
1509500060,20140905,370000,4,2.5,2720,3,9,1992
7214810350,20141017,467000,5,2.25,2500,3,7,1979
6647200060,20150209,405000,3,1.75,1670,3,7,1980
9552700140,20140702,675000,5,2.25,2900,3,8,1985
2200500350,20140812,500000,2,1,1640,4,7,1954
6113400046,20140723,389999,4,2.5,1890,4,7,1968
6619910140,20150224,630000,4,1.75,2950,4,8,1975
1115450240,20141022,360000,4,2.5,2160,3,9,1992
6073240060,20141002,580000,4,3,3280,3,8,1986
9297300045,20140709,550000,3,2,1970,5,8,1929
9510920070,20140710,879000,4,2.5,3360,3,10,1994
5468730030,20140822,265000,3,2,1320,3,7,1993
8079030390,20150304,446500,3,2.5,2650,3,8,1990
600000152,20140602,404000,3,1.5,2030,3,7,1963
1840000030,20140529,267500,3,1.75,1590,3,7,1957
3225069065,20140624,3075000,4,5,4550,3,10,2002
3260800030,20140811,335000,3,2.5,2440,3,8,1998
2747100024,20140619,576000,3,2.5,1940,4,7,1948
5104530560,20150401,208633,3,2.5,2040,3,8,2006
4330600350,20150115,315000,3,2.25,2200,4,7,1964
5016001535,20150217,725000,3,1.75,1920,4,8,1913
7280300196,20150403,550000,4,2.75,1800,4,8,1965
8651520400,20140612,610750,4,2.25,2180,3,8,1984
7171200445,20150228,550700,2,1,1010,4,6,1908
3204800200,20150108,665000,4,2.75,3320,5,8,1960
3416600800,20150209,834000,4,2.5,2370,5,8,1928
7994700030,20141023,201000,5,1.75,1660,3,6,1915
1860600135,20140502,2384000,5,2.5,3650,5,10,1921
4139480200,20140618,1384000,4,3.25,4290,3,11,1997
4139480200,20141209,1400000,4,3.25,4290,3,11,1997
1328320800,20141105,305000,4,2.25,1950,3,8,1979
7771300125,20150408,487000,3,2,2590,5,8,1948
3422059208,20150511,390000,3,2.5,1930,4,8,1988
9521101455,20140723,548000,2,1,1470,4,7,1916
4337000335,20141122,268750,4,1,800,3,6,1943
325059286,20140513,819900,5,2.75,3150,3,9,2013
2597650240,20141023,520000,3,2.25,2030,3,8,1984
3353400435,20140721,230000,3,2,1450,3,7,2003
7972000240,20150202,240000,3,1.75,1510,3,7,1969
7520000520,20140905,232000,2,1,1240,3,6,1922
7520000520,20150311,240500,2,1,1240,3,6,1922
3530210260,20141027,274975,3,2.5,3030,3,9,1987
1959700550,20140905,740000,4,2,2050,4,9,1922
1665400045,20150428,186375,3,1,1000,2,7,1952
9542850320,20140725,790000,3,2.25,2370,4,9,1977
3179100060,20140916,880000,4,3.5,2800,3,9,1951
2946001550,20150416,279000,6,1.75,2240,4,7,1955
8078490390,20140729,295000,3,2,1810,3,8,1991
9550201550,20150408,640000,2,1,1070,3,7,1924
191100045,20140703,940000,4,2,2490,5,9,1968
5009600070,20141007,260000,4,2.5,1960,3,7,2003
200350070,20140602,559900,3,2.75,2930,3,9,2004
2877103726,20140722,791500,4,2,1510,5,7,1911
405100295,20140826,265000,3,1.75,1420,3,7,1954
4268200055,20150501,245000,3,1.75,1740,3,7,1954
3126069068,20150424,485000,4,1.75,2560,4,7,1962
1115300070,20141106,684000,4,3.5,3040,3,9,2010
6414100671,20140909,425000,3,1.75,2500,3,8,1957
7004200060,20141017,309600,4,1.75,1275,4,6,1991
7852110140,20140718,552250,4,2.5,2580,3,8,2002
3969300030,20140723,165000,4,1,1000,3,6,1943
3969300030,20141229,239900,4,1,1000,3,6,1943
4048400070,20141205,320000,2,1,1070,4,6,1930
808000070,20141021,206600,3,2,1390,4,7,1987
7374200030,20150416,387000,4,1.75,2500,3,7,1973
7325600160,20140604,299000,1,0.75,560,3,4,1967
2757000030,20140922,855000,4,2.75,2270,3,9,1965
616000140,20150126,315000,3,1,1900,4,7,1954
3363900111,20141203,437500,2,1,990,5,7,1907
9262800171,20150324,252000,4,1.5,1550,4,7,1969
6607000126,20140604,375000,4,1.75,2200,5,7,1955
5416510830,20140806,300000,4,2.5,1910,3,7,2005
2201500030,20141006,420000,4,1,1750,4,7,1954
325059171,20140505,900000,3,1,1330,3,7,1928
952003285,20140805,679900,3,2.5,2440,3,9,2000
3211290370,20140605,463000,3,2.5,1640,3,7,1992
1072010350,20140828,380000,5,2.5,2760,4,9,1978
8856950070,20141210,329500,4,2.5,1820,3,7,1994
925059078,20140819,604950,3,2.5,2110,3,8,2013
7855801090,20140917,795000,5,2.5,3040,4,8,1966
723099065,20150130,465000,3,2,1840,3,7,1994
6116500075,20150326,673000,4,2.5,2990,3,9,2002
1118500030,20141001,810000,4,2.5,3520,3,10,1991
424069250,20150423,785000,4,2.75,2440,4,8,1989
3291800710,20141120,338000,4,3,2090,3,7,1986
6838700060,20141204,280000,3,2.25,1430,3,7,1993
2231500030,20141001,315000,4,2.25,2180,5,7,1954
2231500030,20150324,530000,4,2.25,2180,5,7,1954
7683900200,20141223,380000,5,3,3450,3,9,2004
8155830060,20140811,297000,3,2.25,1450,3,7,1994
98020310,20140520,730000,4,2.5,3230,3,10,2004
9423400140,20140609,450000,3,1.75,1640,3,7,1940
1545804860,20141027,275000,3,3,1590,3,7,1997
2883200160,20150429,595000,4,2,2020,3,7,1960
7132300695,20150421,435000,3,1.5,1300,3,7,1904
1726059053,20140916,270000,2,1.5,1380,1,6,1954
624111000,20140805,950000,3,3,4040,3,10,1986
808300310,20150313,389000,4,2.25,2130,3,7,2001
8563040160,20150121,560000,4,2.25,2550,3,8,1968
713500030,20140728,1350000,5,3.5,4800,3,11,1998
8651600160,20141111,799000,4,2.25,2510,4,8,1969
9517200030,20140625,365500,3,2,1410,4,7,1983
2460700700,20140515,252350,3,2,1650,3,7,1979
1223039290,20140905,403950,4,2.5,2120,3,8,1993
2890100060,20140801,385000,4,1.5,2040,3,7,1954
7972600860,20141210,345000,4,1,1550,3,7,1957
8857320070,20140917,490000,3,2.75,1980,4,9,1979
4047200695,20140618,330000,3,2.5,1600,3,8,2005
1653500070,20140512,927000,4,2.75,3300,3,8,1953
1923000030,20140728,1118000,4,2.5,3840,4,10,1983
3649100320,20150430,330000,2,1,1220,5,7,1950
7375300160,20150309,530000,5,2.25,2720,4,7,1958
5175800060,20140623,365000,4,2,1940,1,8,1962
1604601375,20140619,378750,3,2.5,2160,3,7,1909
2473251090,20140619,269900,4,1.75,1530,4,7,1968
9126100861,20150306,557000,3,3.5,1710,3,8,2008
3420069065,20140825,360000,4,1.75,3730,4,7,1974
6021501685,20150422,352000,2,1,940,4,7,1937
1151100070,20150224,437000,3,2.5,1750,3,8,1994
8856950240,20140618,322500,4,2.5,1820,3,7,1994
9385200055,20140912,650000,3,3.25,1510,3,9,2001
7821200390,20140806,450000,3,2,1290,3,8,2001
8078520310,20150417,278500,3,2,1570,3,7,1998
1565950030,20150427,364950,4,2.5,1930,3,8,1995
1560930070,20140911,840000,4,3.5,2840,4,10,1986
6700400140,20150318,268000,3,2.5,1550,3,7,1991
2422029094,20140716,517534,2,1,833,3,5,2006
1774220160,20141104,632925,3,2.5,2990,4,8,1978
1525200060,20140723,577500,3,2.5,2000,3,9,1995
1678400105,20150212,339000,4,1.5,2390,3,7,1920
3426059070,20140909,570000,3,1.75,2910,4,7,1967
824079032,20140626,563500,4,1.75,2085,3,7,1964
2697100140,20150105,423000,4,2.25,2200,5,7,1962
8724300030,20141223,355000,3,2.25,1860,3,8,2012
8678500060,20140710,1550000,5,4.25,6070,3,12,1999
625049299,20141203,482000,2,1,950,3,7,1941
6073200075,20140730,625000,3,1.75,1600,5,7,1955
6388900710,20141219,538000,3,2.5,2250,3,8,1988
1442860160,20150107,380000,3,2.5,2280,4,8,1985
7942600310,20140717,375000,2,1,940,3,7,1909
1545808560,20150403,245000,3,2.5,1530,5,7,1996
936000060,20141114,310000,5,1.75,2190,4,7,1947
9808650060,20150225,1300000,3,2,2350,4,8,1976
3754700160,20140506,397000,4,2,1440,3,7,1971
305500140,20150512,365000,3,2.5,2200,3,8,2005
5468750060,20141028,328500,4,3,2290,3,9,1990
2944010240,20140908,988000,4,3,4040,3,11,1987
3454000060,20140722,1000000,4,2.5,2610,5,8,1922
646910160,20140903,237000,3,2.5,1490,3,7,2005
8564950390,20140919,525000,4,2.5,2450,3,8,2003
2268400350,20140916,749000,4,2.5,1710,3,9,1976
7504101040,20140821,722500,5,2.5,4870,3,10,1983
11500890,20150312,843000,3,2.5,3130,3,10,1991
9528102772,20140708,438000,2,2,1270,3,8,2000
284000223,20140916,578000,3,1.75,2120,3,8,1977
3353401710,20140923,227950,3,1.5,1670,5,7,1954
8159610030,20140722,196000,3,2.25,2070,3,7,1974
3179100435,20140715,641000,2,1,1420,3,8,1953
822079033,20150422,350000,3,1.5,1250,4,6,1980
8857600960,20140819,205000,3,1,940,4,7,1960
1774000200,20141202,400000,3,1.75,1920,3,7,1968
2024069128,20141110,1030000,3,2.5,3545,3,10,2005
1049010390,20150319,505000,3,2,1260,3,7,1972
7905370390,20141009,475000,5,2.5,2340,3,7,1975
4140090240,20141105,520000,3,2.25,2590,5,8,1977
4055700030,20150502,1450000,3,4.5,3970,3,10,1977
3775300030,20141231,333500,3,1.75,1220,3,7,1965
2525300030,20150222,232000,3,1,1400,4,6,1976
1324059104,20150421,691100,3,2.75,2360,4,8,1983
2287000030,20141014,811000,3,1.75,1870,4,8,1960
7702010030,20140520,551000,3,2.5,2830,3,9,2001
1529200340,20150108,496500,3,2.5,2260,3,8,1994
2122039094,20141126,705000,3,3,1970,4,9,1980
1742800030,20140612,578000,4,2.5,3140,5,9,1966
1796360350,20150128,255000,3,1.75,1240,5,7,1986
6154500070,20140626,1050000,4,3.5,3450,3,10,2007
1843100340,20150305,348000,3,2.25,2570,4,8,1989
8944290160,20141104,230000,3,2,1510,3,7,1985
4166600473,20141209,359500,4,2.25,2390,3,9,1988
7282300125,20141112,330000,3,1,980,3,6,1953
8658300340,20140523,80000,1,0.75,430,2,4,1912
2419600075,20141201,465000,3,1.75,1480,3,7,1954
2621760350,20141015,325000,4,2.5,1850,3,8,1997
1723049270,20150107,340500,3,2,2270,4,7,1947
4123840310,20150106,342500,3,2.5,1810,3,8,1993
2172000075,20140623,290900,2,2,1610,3,6,1930
8651611170,20150213,868700,3,4.25,3840,3,10,2000
8820902200,20141113,1199000,4,2.75,4110,3,9,1928
8651610890,20141014,1150000,4,3.25,4190,3,11,2000
1853080570,20140811,859900,4,2.75,3390,3,9,2011
3629920030,20140808,520000,4,2.25,1890,3,7,2003
1604602050,20140711,460000,3,2.5,1610,3,9,2005
6844700810,20140901,438924,3,1.5,1050,3,7,1949
66000070,20150406,315000,2,1,630,3,5,1918
6665800030,20140718,590000,4,2.75,2910,3,8,1975
2205700350,20141104,378500,4,1.75,1700,3,7,1955
5466000030,20140603,328500,3,2.5,1950,4,9,1990
6189200125,20150325,849950,3,3,2990,4,8,1973
9169600135,20141027,525000,3,1.5,1350,3,7,1950
2625069070,20150410,1385000,4,3.25,4860,3,9,1993
8732131090,20150428,295000,4,2.5,2160,4,8,1978
9286000240,20140711,1067000,6,3.5,4860,3,11,1998
1895000260,20140721,207950,2,2,890,3,6,1917
8691370400,20141216,699900,4,2.75,2810,3,9,2002
5423010350,20150210,1280000,5,2.5,3400,4,8,1977
8562501040,20141120,452000,4,1.5,1580,4,7,1963
2475200140,20150205,370000,3,2,1680,4,7,1987
7942100310,20150127,232000,3,1.75,1300,5,7,1968
3760000030,20141030,669950,5,2.5,2820,4,7,1960
1727500340,20140614,397500,3,2,1510,3,7,1972
9828702519,20140512,490000,2,2.5,1230,3,8,2004
4432600075,20150128,725000,4,2,2110,3,9,1925
7806300030,20140917,299000,3,2.75,3080,4,7,1958
9274202270,20140818,625000,2,1.5,1490,4,7,1900
7852030960,20141106,437500,3,2.5,2120,3,7,2000
7852170140,20150510,650000,4,2.5,3180,3,9,2003
7518503335,20140519,475000,2,1,1490,3,7,1929
5467900070,20140502,342000,3,2,1930,4,8,1966
1245002952,20141015,1197350,4,2.5,2770,3,10,1999
8906200070,20150210,280000,3,1.5,1670,4,7,1963
5379805885,20140521,240000,2,1.75,1330,3,7,1993
2769600560,20140527,529000,3,1,1210,4,7,1924
9238901420,20150202,442000,3,1,1190,4,7,1941
5113400431,20140508,615000,2,1,1540,4,7,1946
3885805665,20140612,1485000,4,3.75,4030,3,10,2006
8121200810,20150505,585000,4,1.75,2430,4,8,1981
5126310400,20150305,480000,4,2.5,2600,3,8,2005
7322910030,20140721,1095000,5,3.5,4410,4,9,1990
2827100070,20141105,290000,4,1,1330,3,7,1949
9276201895,20140820,615000,3,1.75,1900,5,7,1951
4402700070,20150311,300000,2,1,1100,4,7,1950
1922059046,20141029,308000,3,1,1980,3,6,1932
925059288,20150507,750000,3,2.5,2400,3,9,2001
4386700135,20141114,2250000,4,2.25,4760,5,9,1916
1923069078,20140805,890000,4,3.25,3180,3,10,2005
1432400335,20150325,288000,3,1,1190,5,6,1958
